source,target,relationship,weight
NathanR-85,anthropics/claude-code#48670,commented_on_issue,1
NatoBoram,microsoft/vscode-copilot-release#7268,opened_issue,1
NaucMeIT,microsoft/vscode-copilot-release#7569,commented_on_issue,1
Necrelox,microsoft/vscode-copilot-release#10838,commented_on_issue,1
NeftalyRT,openai/codex#19262,commented_on_issue,1
NeonHazeGameStudio,openai/codex#23794,commented_on_issue,2
NeonWizard,openai/codex#3981,commented_on_issue,2
NeuronButter,microsoft/vscode-copilot-release#10262,commented_on_issue,3
NeverMind779,openai/codex#22802,commented_on_issue,1
Nexulo,microsoft/vscode-copilot-release#13593,commented_on_issue,1
Nexulo,microsoft/vscode-copilot-release#7640,commented_on_issue,2
Nick-Bug-Bounty-Hunter,openai/codex#24192,opened_issue,1
Nick2bad4u,microsoft/vscode-copilot-release#12409,commented_on_issue,2
NickolaiA,microsoft/vscode-copilot-release#13039,commented_on_issue,2
Nickx58,anthropics/claude-code#17432,commented_on_issue,1
NielsKSchjoedt,anthropics/claude-code#27302,commented_on_issue,2
Night-blue-rain,openai/codex#14297,commented_on_issue,1
Nikola-Milovic,openai/codex#16909,commented_on_issue,2
Nikola-Milovic,openai/codex#16909,opened_issue,1
Nikrmana,anthropics/claude-code#54006,commented_on_issue,1
Nikrmana,anthropics/claude-code#54006,opened_issue,1
Nimbus-Fx,anthropics/claude-code#62102,commented_on_issue,1
Nimbus-Fx,anthropics/claude-code#62102,opened_issue,1
NinjaZMY,microsoft/vscode-copilot-release#5576,opened_issue,1
NiroTheHero,anthropics/claude-code#62153,opened_issue,1
Nitjsefnie,anthropics/claude-code#49268,commented_on_issue,1
NoEdgeAtLife,microsoft/vscode-copilot-release#7640,commented_on_issue,1
Noa-DistriCar,openai/codex#12564,commented_on_issue,1
NoahStahl,openai/codex#15413,commented_on_issue,1
Nobody9512,anthropics/claude-code#38335,commented_on_issue,4
NodeGuy,anthropics/claude-code#20880,commented_on_issue,1
NonExstnt,microsoft/vscode-copilot-release#11058,opened_issue,1
NorthIsUp,anthropics/claude-code#47571,opened_issue,1
NorwegianPear,microsoft/vscode-copilot-release#9719,commented_on_issue,1
NovaSabre,openai/codex#23794,commented_on_issue,1
Noxvil19,anthropics/claude-code#42227,commented_on_issue,1
NtTestAlert,anthropics/claude-code#49268,commented_on_issue,1
Nxt3,microsoft/vscode-copilot-release#13110,commented_on_issue,1
NyanHeart,openai/codex#14860,commented_on_issue,2
Ogyiesworld,anthropics/claude-code#45579,commented_on_issue,1
Oktai15,openai/codex#8745,commented_on_issue,1
Omegapy,openai/codex#23794,commented_on_issue,3
OmerFI,anthropics/claude-code#45297,commented_on_issue,1
OohBen,openai/codex#14860,commented_on_issue,1
OptimusPi,anthropics/claude-code#38335,commented_on_issue,1
Optimuspime123,openai/codex#18960,commented_on_issue,2
Orqi,microsoft/vscode-copilot-release#14098,opened_issue,1
Osanosa,openai/codex#24191,commented_on_issue,1
OstiumAxioma,anthropics/claude-code#2805,commented_on_issue,1
OutOfBrain,anthropics/claude-code#41722,commented_on_issue,1
OzikPutraJarwo,microsoft/vscode-copilot-release#991,commented_on_issue,2
PHPCraftdream,anthropics/claude-code#38335,commented_on_issue,1
PRO-2684,openai/codex#14860,commented_on_issue,1
PabloLION,anthropics/claude-code#20880,commented_on_issue,1
PabloLION,anthropics/claude-code#41749,commented_on_issue,1
Pagayo,microsoft/vscode-copilot-release#14104,commented_on_issue,1
Pagayo,microsoft/vscode-copilot-release#14104,opened_issue,1
PanJason,openai/codex#8784,commented_on_issue,1
Pankajstripathi,microsoft/vscode-copilot-release#6915,opened_issue,1
ParkerRex,openai/codex#9046,commented_on_issue,1
Parthgupta96,anthropics/claude-code#17432,commented_on_issue,1
ParvathyRajamN,microsoft/vscode-copilot-release#14119,commented_on_issue,1
PascalAI2024,anthropics/claude-code#41550,commented_on_issue,2
PashaPash,microsoft/vscode-copilot-release#9865,commented_on_issue,1
PatMc21,microsoft/vscode-copilot-release#624,commented_on_issue,1
PatientQ,anthropics/claude-code#51168,commented_on_issue,1
PatrickSys,openai/codex#16886,commented_on_issue,1
PaulGlass666,anthropics/claude-code#36422,commented_on_issue,10
PaulGlass666,anthropics/claude-code#36422,opened_issue,1
PayIt-Global,microsoft/vscode-copilot-release#624,commented_on_issue,2
Pear-sudo,openai/codex#14860,commented_on_issue,1
PeeterTomusk,microsoft/vscode-copilot-release#13062,commented_on_issue,2
Pelerin88,microsoft/vscode-copilot-release#13900,opened_issue,1
PelleRavn,openai/codex#6020,commented_on_issue,1
Perandys,openai/codex#21232,opened_issue,1
PeresvetS,openai/codex#14860,commented_on_issue,1
PeresvetS,openai/codex#9544,commented_on_issue,2
Peter-awe,anthropics/claude-code#48140,commented_on_issue,1
Peter4daggai,anthropics/claude-code#16837,commented_on_issue,2
PeterZajac,anthropics/claude-code#62163,opened_issue,1
Peterc3-dev,anthropics/claude-code#54314,commented_on_issue,1
Petoverflow,openai/codex#10726,commented_on_issue,1
Pew-X,anthropics/claude-code#61734,commented_on_issue,3
PhilChen-6765,openai/codex#3962,commented_on_issue,2
PieroValdebenito,anthropics/claude-code#38335,commented_on_issue,1
PineRoyal,anthropics/claude-code#62152,opened_issue,1
PingvinB,microsoft/vscode-copilot-release#13039,commented_on_issue,1
PipsPrillerNo2,anthropics/claude-code#45725,commented_on_issue,1
Piwero,anthropics/claude-code#27302,commented_on_issue,1
PkmX,openai/codex#3962,commented_on_issue,1
Pl8tinium,microsoft/vscode-copilot-release#11969,opened_issue,1
PlagueHO,microsoft/vscode-copilot-release#12411,opened_issue,1
Ploppy3,microsoft/vscode-copilot-release#4936,commented_on_issue,2
Ploppy3,microsoft/vscode-copilot-release#4936,opened_issue,1
PrabinIC,anthropics/claude-code#17432,commented_on_issue,1
Pradjna25,microsoft/vscode-copilot-release#9857,opened_issue,1
Prajwallalpotu,microsoft/vscode-copilot-release#875,commented_on_issue,1
PrakashShanmugam,anthropics/claude-code#17432,commented_on_issue,1
Pratikreddy,openai/codex#22700,commented_on_issue,1
PrimumJonathanHartley,anthropics/claude-code#47417,opened_issue,1
ProdesignerAgency,anthropics/claude-code#38335,commented_on_issue,1
ProducerGuy,anthropics/claude-code#2441,commented_on_issue,1
ProtossDragoon,openai/codex#22802,opened_issue,1
Pushpajekumar,microsoft/vscode-copilot-release#2753,opened_issue,1
QJacobs01,anthropics/claude-code#29047,opened_issue,1
QianzhenSun,openai/codex#22079,opened_issue,1
Qualzz,microsoft/vscode-copilot-release#13214,commented_on_issue,1
Qualzz,microsoft/vscode-copilot-release#13214,opened_issue,1
QuantIntellect,openai/codex#9544,commented_on_issue,1
QuantumQuill77-glitch,openai/codex#18341,commented_on_issue,1
Quicksymphony,microsoft/vscode-copilot-release#5456,commented_on_issue,1
RE-codes,openai/codex#18993,commented_on_issue,1
REKAPPS,openai/codex#18404,commented_on_issue,1
RIXXILE-GIT,microsoft/vscode-copilot-release#2983,opened_issue,1
RLGN7546,anthropics/claude-code#46228,commented_on_issue,1
RLGN7546,anthropics/claude-code#46228,opened_issue,1
RSlabbers,anthropics/claude-code#62003,opened_issue,1
RabbitVisual,microsoft/vscode-copilot-release#12614,commented_on_issue,1
RabbitVisual,microsoft/vscode-copilot-release#12614,opened_issue,1
Raffa50,microsoft/vscode-copilot-release#7690,commented_on_issue,1
RaffeYang,openai/codex#18404,commented_on_issue,1
Rafik-Belkadi-Reccap,openai/codex#14860,commented_on_issue,4
RahulSinghalChicago,openai/codex#18993,commented_on_issue,1
Ranrar,microsoft/vscode-copilot-release#12948,commented_on_issue,1
Raoulwe,openai/codex#24290,commented_on_issue,1
Raoulwe,openai/codex#24290,opened_issue,1
Raoulwe,openai/codex#24291,commented_on_issue,1
Raoulwe,openai/codex#24291,opened_issue,1
Ravanloft,openai/codex#24084,commented_on_issue,1
Ravanloft,openai/codex#24084,opened_issue,1
RayAsh37,anthropics/claude-code#17432,commented_on_issue,1
RealColdFry,openai/codex#22831,commented_on_issue,1
RebelSyntax,anthropics/claude-code#38335,commented_on_issue,3
RedesignedRobot,openai/codex#16857,commented_on_issue,1
Reemster,openai/codex#24423,opened_issue,1
ReinforcedKnowledge,openai/codex#14860,commented_on_issue,1
Relicus,openai/codex#8745,commented_on_issue,1
Relism,openai/codex#22352,commented_on_issue,1
RenatoCoeh,anthropics/claude-code#49336,opened_issue,1
RephlexZero,microsoft/vscode-copilot-release#991,commented_on_issue,1
Ridhamz-nd,anthropics/claude-code#5277,commented_on_issue,1
Risengan,openai/codex#16857,commented_on_issue,1
RizaFarheen,anthropics/claude-code#36362,commented_on_issue,2
RoMi1981,anthropics/claude-code#38335,commented_on_issue,1
RobbStarkAustria,microsoft/vscode-copilot-release#991,commented_on_issue,3
Robbie-Goff,microsoft/vscode-copilot-release#6841,commented_on_issue,1
Roland013,openai/codex#24274,opened_issue,1
RolandUI,openai/codex#24193,opened_issue,1
RoswellCR,microsoft/vscode-copilot-release#14141,opened_issue,1
RtiM0,anthropics/claude-code#17432,commented_on_issue,1
RubiCom001,openai/codex#9508,commented_on_issue,1
Ruchin-Audichya,anthropics/claude-code#17432,commented_on_issue,1
RunsenXu,openai/codex#14860,commented_on_issue,1
RunsenXu,openai/codex#21073,commented_on_issue,1
RunsenXu,openai/codex#9544,commented_on_issue,1
RyKaT07,microsoft/vscode-copilot-release#991,commented_on_issue,1
Ryan0952,openai/codex#24210,commented_on_issue,1
Ryan0952,openai/codex#24210,opened_issue,1
RyanMentley,anthropics/claude-code#58214,opened_issue,1
S-a-r-i-u-s,microsoft/vscode-copilot-release#14088,opened_issue,1
S81Q,anthropics/claude-code#62162,commented_on_issue,1
S81Q,anthropics/claude-code#62162,opened_issue,1
SAGEof6iixPATHS,anthropics/claude-code#61673,commented_on_issue,3
SBO-financial,anthropics/claude-code#27302,commented_on_issue,1
SBT75,anthropics/claude-code#36422,commented_on_issue,2
SEmperoreu06,anthropics/claude-code#42227,opened_issue,1
SH2015,microsoft/vscode-copilot-release#6884,commented_on_issue,1
SMNZ1,anthropics/claude-code#38335,commented_on_issue,1
SMSMy,openai/codex#19504,commented_on_issue,1
SNEHASISHROY-125,microsoft/vscode-copilot-release#8729,commented_on_issue,1
SNEHASISHROY-125,microsoft/vscode-copilot-release#8729,opened_issue,1
SPWizard01,microsoft/vscode-copilot-release#12875,commented_on_issue,2
SagaieNet,anthropics/claude-code#62168,opened_issue,1
SagarPun,openai/codex#18993,commented_on_issue,1
Sagargupta16,anthropics/claude-code#17432,commented_on_issue,3
Sahasrara,anthropics/claude-code#62137,opened_issue,1
SakshatGoyal,anthropics/claude-code#49145,commented_on_issue,1
Sakura125809,openai/codex#23865,commented_on_issue,2
Saltsmart,openai/codex#12564,commented_on_issue,1
SamBuckley76,anthropics/claude-code#27302,commented_on_issue,1
SamuelMcAravey,openai/codex#9508,commented_on_issue,3
Sanjeev2487,anthropics/claude-code#5277,commented_on_issue,1
SantiZuche,microsoft/vscode-copilot-release#3242,opened_issue,1
SantiagoStrauss,microsoft/vscode-copilot-release#6620,opened_issue,1
SantoshSrinivas79,openai/codex#12564,commented_on_issue,3
SaraFarron,microsoft/vscode-copilot-release#14050,opened_issue,1
SaranshIam,anthropics/claude-code#17432,commented_on_issue,1
Sarozs2863,anthropics/claude-code#52517,opened_issue,1
SarujTan,anthropics/claude-code#62116,opened_issue,1
Scorched-Dev,microsoft/vscode-copilot-release#13054,opened_issue,1
ScottAgirs,microsoft/vscode-copilot-release#13062,commented_on_issue,2
ScottExMachina,anthropics/claude-code#27302,commented_on_issue,1
ScottTunstallAMT,microsoft/vscode-copilot-release#14091,commented_on_issue,1
SebastianBodza,openai/codex#23923,commented_on_issue,1
SeefAlsoultan,openai/codex#20161,commented_on_issue,1
SeekingOmega,microsoft/vscode-copilot-release#624,commented_on_issue,1
SentientMatt,microsoft/vscode-copilot-release#14167,opened_issue,1
SergeNS-mne,openai/codex#23794,commented_on_issue,13
SergeyKhrystenko,anthropics/claude-code#38335,commented_on_issue,1
SergioKingOne,anthropics/claude-code#5277,commented_on_issue,1
SeriousBug,anthropics/claude-code#49625,opened_issue,1
Shadetail,anthropics/claude-code#49268,commented_on_issue,2
ShafiqAfkaar,openai/codex#20161,commented_on_issue,1
ShafiqAfkaar,openai/codex#20320,commented_on_issue,1
ShahanMalik,microsoft/vscode-copilot-release#6841,commented_on_issue,1
ShalevZorany,openai/codex#21579,commented_on_issue,3
ShalevZorany,openai/codex#21579,opened_issue,1
Sharley16,anthropics/claude-code#36362,commented_on_issue,1
ShawnZuspaet,microsoft/vscode-copilot-release#624,commented_on_issue,1
ShellaGao,openai/codex#23848,commented_on_issue,1
Sheng-Charles,openai/codex#14297,commented_on_issue,1
ShengLin1001,openai/codex#15282,commented_on_issue,1
ShengWeiChang,microsoft/vscode-copilot-release#991,commented_on_issue,1
SheriffRabbit,openai/codex#14860,commented_on_issue,1
Shijie-Hotone,openai/codex#23339,opened_issue,1
Shixl311,openai/codex#24292,opened_issue,1
Shkrelic,microsoft/vscode-copilot-release#991,commented_on_issue,1
ShravanSunder,openai/codex#9046,commented_on_issue,1
ShuheiKonno,openai/codex#11678,commented_on_issue,1
ShunmeiCho,anthropics/claude-code#5277,commented_on_issue,2
ShunmeiCho,openai/codex#3962,commented_on_issue,1
Silas7458,anthropics/claude-code#37589,opened_issue,1
SiliconKidVP,microsoft/vscode-copilot-release#7052,commented_on_issue,1
SilverZ93,anthropics/claude-code#27302,commented_on_issue,1
Simplereally,openai/codex#23740,commented_on_issue,1
SintonZZ,openai/codex#14297,commented_on_issue,1
SirDrope,anthropics/claude-code#61689,commented_on_issue,1
SirDrope,anthropics/claude-code#61689,opened_issue,1
Sirius1994,openai/codex#14985,commented_on_issue,1
Sistem-Pack,openai/codex#20161,commented_on_issue,14
Sistem-Pack,openai/codex#20161,opened_issue,1
Sistem-Pack,openai/codex#20320,commented_on_issue,1
Sitting-in-a-towel,anthropics/claude-code#62141,opened_issue,1
SkyDr4g0n,anthropics/claude-code#49397,opened_issue,1
SkywardSyntax,microsoft/vscode-copilot-release#1481,commented_on_issue,4
SkywardSyntax,microsoft/vscode-copilot-release#1481,opened_issue,1
Snailflyer,openai/codex#11014,commented_on_issue,1
Snailflyer,openai/codex#22700,commented_on_issue,1
Snailflyer,openai/codex#22851,commented_on_issue,1
Snailflyer,openai/codex#23062,commented_on_issue,1
Snailflyer,openai/codex#23247,commented_on_issue,1
Snailflyer,openai/codex#23403,commented_on_issue,1
SofiaNegriTT,openai/codex#24392,opened_issue,1
SoftSolid,anthropics/claude-code#2441,commented_on_issue,1
SohamDigikentro,anthropics/claude-code#17432,commented_on_issue,1
Solitmag,openai/codex#24178,opened_issue,1
SoloByte,microsoft/vscode-copilot-release#991,commented_on_issue,1
Somified,anthropics/claude-code#17432,commented_on_issue,1
SomwareHR,openai/codex#15282,commented_on_issue,1
Sonified,anthropics/claude-code#38335,commented_on_issue,1
Sorindjjeong,microsoft/vscode-copilot-release#12537,opened_issue,1
SouthNotDev,openai/codex#22802,commented_on_issue,1
Sp3ctral,microsoft/vscode-copilot-release#9099,commented_on_issue,2
SpaceOgre,openai/codex#6020,commented_on_issue,1
Spenhouet,anthropics/claude-code#2441,commented_on_issue,1
SpotlightForBugs,microsoft/vscode-copilot-release#5573,commented_on_issue,1
SproutSeeds,openai/codex#13746,commented_on_issue,1
SproutSeeds,openai/codex#13891,commented_on_issue,2
SproutSeeds,openai/codex#8745,commented_on_issue,2
SpyrosBou,openai/codex#24145,commented_on_issue,1
SpyrosBou,openai/codex#24145,opened_issue,1
Stan-Stani,anthropics/claude-code#35197,commented_on_issue,1
Starvingg,openai/codex#13852,commented_on_issue,1
Starvingg,openai/codex#23794,commented_on_issue,3
Statusnone420,openai/codex#23794,commented_on_issue,1
Stef9332,openai/codex#19873,commented_on_issue,1
StefVerlinde,anthropics/claude-code#36422,commented_on_issue,1
Stefan4731,microsoft/vscode-copilot-release#10262,commented_on_issue,1
Stephen2077,openai/codex#22700,commented_on_issue,1
StevanusPangau,openai/codex#24319,opened_issue,1
StevenHosking-Msft,microsoft/vscode-copilot-release#14159,opened_issue,1
SteveyBoros,openai/codex#8745,commented_on_issue,2
Stoyvo,anthropics/claude-code#46051,commented_on_issue,1
Sudarshanair,anthropics/claude-code#17432,commented_on_issue,1
SudoCerb,openai/codex#23999,commented_on_issue,1
SultanAlsafran,openai/codex#24252,opened_issue,1
Summonair,anthropics/claude-code#16288,commented_on_issue,1
Sumstead72,anthropics/claude-code#54006,commented_on_issue,1
SuperKenVery,openai/codex#16857,commented_on_issue,1
Supercox72,openai/codex#13811,commented_on_issue,4
Supercox72,openai/codex#13811,opened_issue,1
SutanuNandigrami,anthropics/claude-code#17432,commented_on_issue,1
SvbZ3r0,anthropics/claude-code#26679,commented_on_issue,1
SwimmingMary,openai/codex#20161,commented_on_issue,1
SylvainWinning,openai/codex#21425,commented_on_issue,1
SylvainWinning,openai/codex#24227,commented_on_issue,1
SylvainWinning,openai/codex#24237,commented_on_issue,1
SylvainWinning,openai/codex#24327,opened_issue,1
SylvainWinning,openai/codex#6020,commented_on_issue,1
SysAdminDoc,anthropics/claude-code#38335,commented_on_issue,1
Szpadel,openai/codex#6450,commented_on_issue,1
Szpadel,openai/codex#6450,opened_issue,1
T-Higgins,openai/codex#9544,commented_on_issue,1
TCNOco,microsoft/vscode-copilot-release#9058,commented_on_issue,1
TCNOco,microsoft/vscode-copilot-release#9058,opened_issue,1
TWIN-SuperSport,openai/codex#23403,opened_issue,1
Tabberwocky,microsoft/vscode-copilot-release#5292,commented_on_issue,1
Tabberwocky,microsoft/vscode-copilot-release#5292,opened_issue,1
Talbalash-legit,anthropics/claude-code#16288,commented_on_issue,1
TanhB02,anthropics/claude-code#38335,commented_on_issue,2
Tank-x3,anthropics/claude-code#49024,commented_on_issue,1
Tank-x3,anthropics/claude-code#49024,opened_issue,1
TannerD2,anthropics/claude-code#49437,opened_issue,1
TapanaKumar,microsoft/vscode-copilot-release#14085,opened_issue,1
TapanaKumar,microsoft/vscode-copilot-release#14086,opened_issue,1
TarantelTM,openai/codex#22352,commented_on_issue,1
Tarek-g,openai/codex#19504,commented_on_issue,3
Tasnimul-Arabi-Anik,openai/codex#20161,commented_on_issue,1
TaylorThurman,anthropics/claude-code#27302,commented_on_issue,1
TeamDevWithTim,openai/codex#18056,commented_on_issue,1
TedRubber,anthropics/claude-code#18547,commented_on_issue,1
TenofHearts,openai/codex#9508,commented_on_issue,1
TerrorJack,openai/codex#9046,commented_on_issue,1
TerryFrench,anthropics/claude-code#13354,commented_on_issue,1
TestersBoard,microsoft/vscode-copilot-release#624,commented_on_issue,1
Tezler,anthropics/claude-code#48140,commented_on_issue,1
ThatDragonOverThere,anthropics/claude-code#20171,commented_on_issue,10
ThatDragonOverThere,anthropics/claude-code#20171,opened_issue,1
ThatDragonOverThere,anthropics/claude-code#48964,commented_on_issue,3
ThatDragonOverThere,anthropics/claude-code#48964,opened_issue,1
TheAuditorTool,anthropics/claude-code#38335,commented_on_issue,10
TheAuditorTool,anthropics/claude-code#40601,commented_on_issue,2
TheColorRed,microsoft/vscode-copilot-release#12770,commented_on_issue,1
TheComputerGenie,microsoft/vscode-copilot-release#6497,commented_on_issue,1
TheGupta2012,anthropics/claude-code#29573,commented_on_issue,1
TheJakeSchmidt,anthropics/claude-code#49455,opened_issue,1
TheMightyThor1974,anthropics/claude-code#54204,commented_on_issue,1
TheOneWayTruth,microsoft/vscode-copilot-release#7640,commented_on_issue,1
ThePlenkov,microsoft/vscode-copilot-release#7518,commented_on_issue,1
TheRealPiotrP,anthropics/claude-code#35197,commented_on_issue,1
TheSegfault,anthropics/claude-code#13354,commented_on_issue,1
Theohox,microsoft/vscode-copilot-release#2166,opened_issue,1
Thesephi,microsoft/vscode-copilot-release#6867,commented_on_issue,1
ThicccRacer,openai/codex#24364,opened_issue,1
ThomasHoussin,anthropics/claude-code#38335,commented_on_issue,3
Threebow,anthropics/claude-code#60515,commented_on_issue,1
TiLDyiou,openai/codex#20161,commented_on_issue,1
TibJnt,openai/codex#18960,commented_on_issue,1
Tile124,openai/codex#22696,commented_on_issue,1
TilmanGuenther,anthropics/claude-code#12705,commented_on_issue,1
TimTuYu,openai/codex#8784,commented_on_issue,1
TimeLordRaps,microsoft/vscode-copilot-release#13039,commented_on_issue,2
Timothy-Gaines,openai/codex#21232,commented_on_issue,1
Titanelder02,anthropics/claude-code#38335,commented_on_issue,1
Tito-42,anthropics/claude-code#41674,commented_on_issue,1
TobiasArg,openai/codex#13018,commented_on_issue,1
Token-Eater,openai/codex#18404,commented_on_issue,3
TomCruiseTorpedo,anthropics/claude-code#40283,commented_on_issue,1
TomMaSS,microsoft/vscode-copilot-release#991,commented_on_issue,1
TomTheMenace,anthropics/claude-code#38335,commented_on_issue,5
TomVDH,anthropics/claude-code#49260,commented_on_issue,1
TomVDH,anthropics/claude-code#49594,commented_on_issue,1
TomVDH,anthropics/claude-code#49594,opened_issue,1
TomasHubelbauer,openai/codex#8784,commented_on_issue,1
Tomodovodoo,openai/codex#21936,commented_on_issue,1
Tomodovodoo,openai/codex#22051,commented_on_issue,1
TonyGravagno,openai/codex#15282,commented_on_issue,4
TortipOOF,microsoft/vscode-copilot-release#12920,commented_on_issue,1
TortipOOF,microsoft/vscode-copilot-release#12920,opened_issue,1
ToxicPine,openai/codex#15282,commented_on_issue,1
Trouvaille1,openai/codex#9544,commented_on_issue,1
TungOil,openai/codex#24361,opened_issue,1
Tuyendev47,microsoft/vscode-copilot-release#14121,commented_on_issue,1
TylerLeonhardt,microsoft/vscode-copilot-release#1481,commented_on_issue,1
TylerLeonhardt,microsoft/vscode-copilot-release#267,commented_on_issue,1
TylerLeonhardt,microsoft/vscode-copilot-release#320,commented_on_issue,1
TylerLeonhardt,microsoft/vscode-copilot-release#320,opened_issue,1
TylerLeonhardt,microsoft/vscode-copilot-release#6915,commented_on_issue,1
TylerLeonhardt,microsoft/vscode-copilot-release#740,commented_on_issue,2
TylerLeonhardt,microsoft/vscode-copilot-release#7959,commented_on_issue,2
TypQxQ,microsoft/vscode-copilot-release#7640,commented_on_issue,3
Tyriar,microsoft/vscode-copilot-release#12405,commented_on_issue,1
Tyriar,microsoft/vscode-copilot-release#13039,commented_on_issue,2
Tyriar,microsoft/vscode-copilot-release#13583,commented_on_issue,2
Tyriar,microsoft/vscode-copilot-release#4497,opened_issue,1
Tyriar,microsoft/vscode-copilot-release#5158,commented_on_issue,1
UH4CK3R,anthropics/claude-code#49629,opened_issue,1
UT07,anthropics/claude-code#38335,commented_on_issue,1
Uffynn,microsoft/vscode-copilot-release#2868,commented_on_issue,1
Uncle-Gao,openai/codex#18341,commented_on_issue,1
UndaStank,anthropics/claude-code#49475,commented_on_issue,1
UndaStank,anthropics/claude-code#49475,opened_issue,1
UnderHear,openai/codex#24248,commented_on_issue,1
UnderHear,openai/codex#24248,opened_issue,1
Unknown22X,openai/codex#23803,commented_on_issue,1
UsmanSabir,openai/codex#20161,commented_on_issue,1
UtkuDalmaz,openai/codex#22696,commented_on_issue,1
VBA-OD,microsoft/vscode-copilot-release#3604,commented_on_issue,2
VBA-OD,microsoft/vscode-copilot-release#3604,opened_issue,1
VBA-OD,microsoft/vscode-copilot-release#3623,commented_on_issue,1
VBA-OD,microsoft/vscode-copilot-release#3623,opened_issue,1
VDAODAO,anthropics/claude-code#36422,commented_on_issue,1
VGMM,anthropics/claude-code#17432,commented_on_issue,1
VSai2314108,openai/codex#11014,commented_on_issue,3
Vadorequest,anthropics/claude-code#13354,commented_on_issue,2
Val4evr,anthropics/claude-code#49268,commented_on_issue,1
VamshiAlugoju,anthropics/claude-code#17432,commented_on_issue,1
Vann-Dev,anthropics/claude-code#38335,commented_on_issue,1
VasenevEA,anthropics/claude-code#40283,commented_on_issue,1
VastBlast,openai/codex#23946,opened_issue,1
VentsislavR7,microsoft/vscode-copilot-release#991,commented_on_issue,1
Ver0nical,microsoft/vscode-copilot-release#14038,opened_issue,1
Verbano-stack,anthropics/claude-code#38335,commented_on_issue,1
Vermillion-Enterpris,anthropics/claude-code#27302,commented_on_issue,1
VesaKardin,openai/codex#17540,commented_on_issue,1
VicBilibily,microsoft/vscode-copilot-release#7518,commented_on_issue,2
Vienky,anthropics/claude-code#62148,opened_issue,1
VigneshIyappan1,microsoft/vscode-copilot-release#8150,commented_on_issue,1
Vishwanath-Ayyappan,anthropics/claude-code#17432,commented_on_issue,1
VividNightmareUnleashed,anthropics/claude-code#49268,commented_on_issue,1
VladSez,openai/codex#23195,commented_on_issue,1
VladSez,openai/codex#24246,commented_on_issue,1
VladVerde,anthropics/claude-code#43629,commented_on_issue,1
VulpineFriend87,microsoft/vscode-copilot-release#991,commented_on_issue,1
WGRAY25,microsoft/vscode-copilot-release#14137,commented_on_issue,1
WMIL111,openai/codex#22264,commented_on_issue,1
WTFtoThat,microsoft/vscode-copilot-release#9790,opened_issue,1
Wahacer,anthropics/claude-code#30861,commented_on_issue,1
Wahacer,anthropics/claude-code#38984,commented_on_issue,1
Wahaj-udn,anthropics/claude-code#17432,commented_on_issue,1
WawrzyniecWro,anthropics/claude-code#36362,commented_on_issue,1
Wenjunyun123,openai/codex#22090,commented_on_issue,1
Wenjunyun123,openai/codex#22132,commented_on_issue,1
Whyaremax,openai/codex#19925,opened_issue,1
WizardOfXerox,openai/codex#20161,commented_on_issue,2
Woody1193,microsoft/vscode-copilot-release#14172,opened_issue,1
Work90210,anthropics/claude-code#38335,commented_on_issue,3
Wuyufan180,microsoft/vscode-copilot-release#14113,opened_issue,1
X-DIABLO-X,openai/codex#9418,commented_on_issue,1
XaaT,openai/codex#23694,commented_on_issue,4
XaaT,openai/codex#23694,opened_issue,1
Xagnus,microsoft/vscode-copilot-release#6884,commented_on_issue,3
Xagnus,microsoft/vscode-copilot-release#6884,opened_issue,1
Xav1erSue,microsoft/vscode-copilot-release#1025,commented_on_issue,1
Xaxilis,anthropics/claude-code#38335,commented_on_issue,1
Xefreh,microsoft/vscode-copilot-release#991,commented_on_issue,1
Xgatt,openai/codex#23031,commented_on_issue,1
XiaoPengYouCode,openai/codex#14223,opened_issue,1
Xiaobocai08,openai/codex#24215,opened_issue,1
XmXm,anthropics/claude-code#38335,commented_on_issue,1
XtracT1108,anthropics/claude-code#17432,commented_on_issue,1
Xueziq,openai/codex#14297,commented_on_issue,1
XunMengWinter,openai/codex#22167,opened_issue,1
Y1-Bit,openai/codex#22672,opened_issue,1
YARSON-AI,anthropics/claude-code#60624,commented_on_issue,1
YJacob620,microsoft/vscode-copilot-release#14125,commented_on_issue,1
Yaakov-Belch,anthropics/claude-code#19267,commented_on_issue,4
Yaakov-Belch,anthropics/claude-code#19267,opened_issue,1
Yacinekouhli,openai/codex#23984,commented_on_issue,1
Yan-c-c,openai/codex#24206,commented_on_issue,1
Yan-c-c,openai/codex#24354,commented_on_issue,1
Yan-c-c,openai/codex#24354,opened_issue,1
Yan-c-c,openai/codex#24357,commented_on_issue,1
Yan-c-c,openai/codex#24357,opened_issue,1
Yanhanghanghang,openai/codex#24048,opened_issue,1
Yara-in-ua,microsoft/vscode-copilot-release#14053,commented_on_issue,1
YaraslauZhylko,openai/codex#10726,commented_on_issue,2
YaroslavBaienko,anthropics/claude-code#49148,commented_on_issue,1
YaroslavBaienko,anthropics/claude-code#49148,opened_issue,1
YiBangRe,openai/codex#14297,commented_on_issue,1
YigitGok,anthropics/claude-code#38335,commented_on_issue,1
YikaJ,openai/codex#6020,commented_on_issue,1
Yimiao0,anthropics/claude-code#15379,commented_on_issue,1
YingzuoLiu,openai/codex#16872,commented_on_issue,1
YissacharB,openai/codex#15618,commented_on_issue,1
YissacharB,openai/codex#15618,opened_issue,1
