sourceQuery,searchRank,storyKey,storyId,title,text,author,score,createdAt,url,hnUrl,commentCount,collectedCommentCount
AI coding assistant,15,hn_45204768,45204768,Show HN: AI Rules Manager – Package manager for AI coding assistant rules,"I built ARM (AI Rules Manager) to solve a problem that&#x27;s been bugging me: managing AI rules across projects is broken.<p>If you use Cursor, GitHub Copilot, or Amazon Q, you know how powerful custom rules can be for guiding AI behavior. But right now, everyone just copies `.cursorrules` files around manually. Once copied, they&#x27;re orphaned – no updates, no version control, no way to know if changes will break your AI&#x27;s behavior.<p>ARM treats AI rules like npm packages. You can:<p>- Install versioned rulesets: arm install awesome-cursorrules&#x2F;python
- Connect to Git registries like PatrickJS&#x2F;awesome-cursorrules
- Keep rules synced across projects with semantic versioning
- Target multiple AI tools (Cursor, Copilot, Amazon Q) with different layouts<p>The key insight: AI rules should be dependencies, not copy-pasted files. When the awesome-cursorrules repo updates their Python rules, you want to choose when and how to upgrade, just like any other dependency.<p>Quick example:<p>---------------------------<p># Connect to a registry
arm config registry add awesome-cursorrules <a href=""https:&#x2F;&#x2F;github.com&#x2F;PatrickJS&#x2F;awesome-cursorrules"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;PatrickJS&#x2F;awesome-cursorrules</a> --type git<p># Install Python rules to Cursor
arm config sink add cursor --directories .cursor&#x2F;rules
arm install awesome-cursorrules&#x2F;python<p># Later, update when you&#x27;re ready
arm update awesome-cursorrules&#x2F;python<p>----------------------------<p>It creates arm.json and arm-lock.json files (like package.json&#x2F;package-lock.json) so your whole team gets the same AI behavior.<p>One-liner install:<p>curl -fsSL <a href=""https:&#x2F;&#x2F;raw.githubusercontent.com&#x2F;jomadu&#x2F;ai-rules-manager&#x2F;main&#x2F;scripts&#x2F;install.sh"" rel=""nofollow"">https:&#x2F;&#x2F;raw.githubusercontent.com&#x2F;jomadu&#x2F;ai-rules-manager&#x2F;ma...</a> | bash<p>GitHub: <a href=""https:&#x2F;&#x2F;github.com&#x2F;jomadu&#x2F;ai-rules-manager"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;jomadu&#x2F;ai-rules-manager</a><p>Would love feedback from other folks dealing with AI rule management chaos!",jomadu,13,2025-09-10,https://github.com/jomadu/ai-rules-manager,https://news.ycombinator.com/item?id=45204768,3,3
AI coding assistant,16,hn_42857231,42857231,Beyond file trees: why AI coding assistants need smarter context,,aymandfire,11,2025-01-28,https://www.nuanced.dev/blog/beyond-file-trees,https://news.ycombinator.com/item?id=42857231,6,2
AI coding assistant,17,hn_45224742,45224742,The productivity paradox of AI coding assistants,,knes,10,2025-09-12,https://www.cerbos.dev/blog/productivity-paradox-of-ai-coding-assistants,https://news.ycombinator.com/item?id=45224742,2,2
AI coding assistant,18,hn_41679746,41679746,Devs gaining little (if anything) from AI coding assistants,,zaik,10,2024-09-28,https://www.cio.com/article/3540579/devs-gaining-little-if-anything-from-ai-coding-assistants.html,https://news.ycombinator.com/item?id=41679746,0,0
AI coding assistant,19,hn_47530870,47530870,Show HN: Context Plugins – API context for AI coding assistants,"Hi, we&#x27;re Sohaib and Hannan from APIMatic.<p>We built Context Plugins: given an OpenAPI spec, we generate SDKs and an MCP server that exposes structured API context to AI coding assistants.<p>This gives tools like Cursor access to comprehensive, up-to-date API context (including SDK documentation and API integration patterns), instead of relying on outdated training data or code scraped from GitHub.<p>We&#x27;ve just launched a pilot with PayPal, it&#x27;s live on the PayPal Developer Portal <a href=""https:&#x2F;&#x2F;developer.paypal.com&#x2F;serversdk&#x2F;java&#x2F;getting-started&#x2F;how-to-get-started?ide=claudeCode&amp;isContextPlugin=true"" rel=""nofollow"">https:&#x2F;&#x2F;developer.paypal.com&#x2F;serversdk&#x2F;java&#x2F;getting-started&#x2F;...</a>.<p>In our benchmarks for the PayPal API, Cursor generated integration code 2x faster with 65% lower token usage compared to baseline Cursor without the plugin.<p>The problem we kept seeing was AI coding assistants generating incorrect API integration code. We asked Cursor to integrate the PayPal API into an e-commerce application across multiple runs:<p>- 13% of runs pulled in a deprecated SDK.<p>- 87% generated HTTP calls based on deprecated documentation.<p>API providers maintain API and SDK docs, but AI assistants don’t always use them. They use a combination of web search, training data and hallucinations to write API integration code.<p>As a result, developers end up debugging and rewriting AI-generated code.<p>We&#x27;ve been generating SDKs from API specs for 10+ years at APIMatic. When AI coding assistants started generating the exact kind of broken integration code we&#x27;d spent a decade fixing, we asked: what if we could take our code generation pipeline and add AI context generation to it?<p>MCP gave us the transport layer. Our API spec parsing and SDK generation engine gave us the context. The combination meant we could deliver deterministic API context, derived from the canonical spec, directly into the developer&#x27;s IDE.<p>Here&#x27;s how it works:<p>1. An API provider uploads their OpenAPI spec to APIMatic.<p>2. We generate and publish high quality SDKs in multiple languages.<p>3. We generate an MCP server containing tools and prompts that expose language-specific SDK context, optimized for LLMs.<p>4. Developers wanting to integrate with the API install the MCP server in Cursor, Claude Code, or GitHub Copilot.<p>When a developer asks to integrate auth, the coding assistant queries the MCP server, retrieves the required context (auth flows, integration patterns, latest SDK version, SDK interfaces etc.), and generates code using the official SDK.<p>Getting started:<p>- We&#x27;ve published Context Plugins for ten APIs. The URL in this post takes you to our public showcase, which is the quickest way to try them out without signing up.<p>- If you want to generate Context Plugins from your own API, you can sign up for a free trial on the APIMatic website (2-week all-access trial, no credit card required).<p>Feedback:<p>We&#x27;d love for you to try out Context Plugins and give us your feedback and suggestions. 
Two questions for the HN community:<p>- What&#x27;s the worst AI-generated API integration bug you&#x27;ve encountered? We&#x27;re collecting failure patterns to improve our context coverage.<p>- What context do you think coding assistants need to generate accurate API integration code, in addition to API or SDK contracts?",sohaibtariq,8,2026-03-26,https://www.apimatic.io/product/context-plugins,https://news.ycombinator.com/item?id=47530870,6,3
AI coding assistant,20,hn_45663045,45663045,Show HN: LunaRoute – a high-performance local proxy for AI coding assistants,"LunaRoute is a high-performance local proxy for AI coding assistants like Claude Code, OpenAI Codex CLI, and OpenCode. Get complete visibility into every LLM interaction with zero-overhead passthrough, comprehensive session recording, and powerful debugging capabilities.<p>- See Everything Your AI Does - get full logs (JSONL), summary of sessions including tokens used (input&#x2F;output) as well as tools usage and success rates.<p>- Privacy &amp; Compliance Built-In - redact or tokenize any sensitive information (regex based).<p>- Speaks OpenAI and Anthropic dialects so you can route (and translate) when needed between models and providers.<p>- High performance - passthrough is 0.1ms - 0.2ms latency. Logging and summary is off loaded to a secondary thread to allow maximum performance.<p>Feedback is always appreciated as well as stars on the repo :)",erans,8,2025-10-21,https://github.com/erans/lunaroute,https://news.ycombinator.com/item?id=45663045,1,1
vibe coding,1,hn_46765460,46765460,"After two years of vibecoding, I'm back to writing by hand",,mobitar,865,2026-01-26,https://atmoio.substack.com/p/after-two-years-of-vibecoding-im,https://news.ycombinator.com/item?id=46765460,634,30
vibe coding,2,hn_48037128,48037128,Vibe coding and agentic engineering are getting closer than I'd like,,e12e,787,2026-05-06,https://simonwillison.net/2026/May/6/vibe-coding-and-agentic-engineering/,https://news.ycombinator.com/item?id=48037128,885,30
vibe coding,3,hn_47664912,47664912,The cult of vibe coding is dogfooding run amok,,drob518,616,2026-04-06,https://bramcohen.com/p/the-cult-of-vibe-coding-is-insane,https://news.ycombinator.com/item?id=47664912,512,30
vibe coding,4,hn_47006615,47006615,Breaking the spell of vibe coding,,arjunbanker,434,2026-02-13,https://www.fast.ai/posts/2026-01-28-dark-flow/,https://news.ycombinator.com/item?id=47006615,348,30
vibe coding,5,hn_47167931,47167931,Will vibe coding end like the maker movement?,,itunpredictable,405,2026-02-26,https://read.technically.dev/p/vibe-coding-and-the-maker-movement,https://news.ycombinator.com/item?id=47167931,439,30
vibe coding,6,hn_46734302,46734302,"Gas Town's agent patterns, design bottlenecks, and vibecoding at scale",,pavel_lishin,403,2026-01-23,https://maggieappleton.com/gastown,https://news.ycombinator.com/item?id=46734302,433,30
vibe coding,7,hn_46977210,46977210,GLM-5: From Vibe Coding to Agentic Engineering,,meetpateltech,378,2026-02-11,https://z.ai/blog/glm-5,https://news.ycombinator.com/item?id=46977210,8,2
vibe coding,8,hn_44742251,44742251,I know when you're vibe coding,,thunderbong,353,2025-07-31,https://alexkondov.com/i-know-when-youre-vibe-coding/,https://news.ycombinator.com/item?id=44742251,173,30
vibe coding,9,hn_46765120,46765120,Vibe coding kills open source,,kgwgk,330,2026-01-26,https://arxiv.org/abs/2601.15494,https://news.ycombinator.com/item?id=46765120,285,30
vibe coding,10,hn_44302870,44302870,What Google Translate can tell us about vibecoding,,todsacerdoti,288,2025-06-17,https://ingrids.space/posts/what-google-translate-can-tell-us-about-vibecoding/,https://news.ycombinator.com/item?id=44302870,171,28
vibe coding,11,hn_46420453,46420453,Show HN: Vibe coding a bookshelf with Claude Code,,balajmarius,284,2025-12-29,https://balajmarius.com/writings/vibe-coding-a-bookshelf-with-claude-code/,https://news.ycombinator.com/item?id=46420453,210,30
vibe coding,12,hn_44780878,44780878,Typed languages are better suited for vibecoding,,hosolmaz,274,2025-08-03,https://solmaz.io/typed-languages-are-better-suited-for-vibecoding,https://news.ycombinator.com/item?id=44780878,229,30
vibe coding,13,hn_46227422,46227422,Vibe coding is mad depressing,,dirtylowprofile,263,2025-12-11,https://law.gmnz.xyz/vibe-coding-is-mad-depressing/,https://news.ycombinator.com/item?id=46227422,159,30
vibe coding,14,hn_43739037,43739037,Vibe Coding is not an excuse for low-quality work,,saikatsg,259,2025-04-19,https://addyo.substack.com/p/vibe-coding-is-not-an-excuse-for,https://news.ycombinator.com/item?id=43739037,200,28
vibe coding,15,hn_45320431,45320431,Vibe coding cleanup as a service,,sjdonado,250,2025-09-21,https://donado.co/en/articles/2025-09-16-vibe-coding-cleanup-as-a-service/,https://news.ycombinator.com/item?id=45320431,144,30
vibe coding,16,hn_44940089,44940089,Vibe coding tips and tricks,,mooreds,227,2025-08-18,https://github.com/awslabs/mcp/blob/main/VIBE_CODING_TIPS_TRICKS.md,https://news.ycombinator.com/item?id=44940089,93,24
vibe coding,17,hn_44966856,44966856,Vibe coding creates a bus factor of zero,,AntwaneB,223,2025-08-20,https://www.mindflash.org/coding/ai/ai-and-the-bus-factor-of-0-1608,https://news.ycombinator.com/item?id=44966856,131,30
vibe coding,18,hn_43448432,43448432,“Vibe Coding” vs. Reality,,birdculture,221,2025-03-22,https://cendyne.dev/posts/2025-03-19-vibe-coding-vs-reality.html,https://news.ycombinator.com/item?id=43448432,297,30
vibe coding,19,hn_47762901,47762901,An AI Vibe Coding Horror Story,,teichmann,213,2026-04-14,https://www.tobru.ch/an-ai-vibe-coding-horror-story/,https://news.ycombinator.com/item?id=47762901,211,30
vibe coding,20,hn_43988315,43988315,Perverse incentives of vibe coding,,laurex,207,2025-05-14,https://fredbenenson.medium.com/the-perverse-incentives-of-vibe-coding-23efbaf75aee,https://news.ycombinator.com/item?id=43988315,228,30
AI replacing programmers,1,hn_44148317,44148317,Ask HN: What are your honest thoughts on AI tools replacing programmers,I&#x27;ve been coding since 9yo. Thats 2&#x2F;3rds of my life. These days all I build is agents and ai tools using windsurf.<p>i find myself building some new niche tool almost daily. so the notion of ai &quot;replacing programmers&quot; seems kinda odd because most of my friends and I just still build stuff and jump in to tweak code here and there. our desire to build stuff and be on our IDEs every day still hasnt gone anywhere.<p>do you guys think we&#x27;ll truly get to 0 manual coding or software engineering will slowly get reduced to infra&#x2F;devops and high level architecture?,kurrupttt,2,2025-06-01,,https://news.ycombinator.com/item?id=44148317,9,3
AI replacing programmers,2,hn_45028261,45028261,Show HN: My OSS P2P file transfer tool for learning Next.js (as a C++ dev),"Hey HN,<p>I&#x27;m a C++ algorithms engineer, and today I&#x27;d like to share my first full-stack web project: PrivyDrop.<p>This project was born from two ideas:<p>First, I wanted to solve a daily annoyance of mine: I needed a simple, AirDrop-like way to send text, links, or screenshots between my phone and PC. I tried many tools, but they either required me to sign up, had various limitations, or uploaded my data to their servers, which I was never comfortable with.<p>Second, this was a personal experiment. Last year, with all the talk about &quot;AI replacing programmers,&quot; I got curious. As a developer with no web background, I wanted to see how long it would take to learn full-stack development from scratch (an area I&#x27;m really interested in) and build a complete application, using AI as my primary coding partner and mentor.<p>PrivyDrop is the result of that learning and experiment.<p>It&#x27;s a peer-to-peer (P2P) file-sharing tool based on WebRTC. Its core principle is that *your data belongs only to you*: all files and text are transferred directly between your browser and the recipient&#x27;s, fully end-to-end encrypted, without ever passing through an intermediate server.<p>*Here are some of its key features:*<p>*   Completely free and open-source, with no ads.
*   No sign-up or installation required—just open your browser.
*   Direct P2P connection for privacy, security, and speed.
*   No limits on file size or type.
*   Support for entire folder transfers.
*   Built-in resumable transfers.<p>The whole process has been a fantastic learning journey. I&#x27;m sharing it now in the hope that it can solve the same pain point for others. I&#x27;m really eager to hear any feedback, ideas, or even harsh criticism from the HN community!<p>*   *Live Demo:* <a href=""https:&#x2F;&#x2F;www.privydrop.app"" rel=""nofollow"">https:&#x2F;&#x2F;www.privydrop.app</a>
*   *GitHub Repo:* <a href=""https:&#x2F;&#x2F;github.com&#x2F;david-bai00&#x2F;PrivyDrop"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;david-bai00&#x2F;PrivyDrop</a><p>Thanks, everyone!",david_bai,16,2025-08-26,https://www.privydrop.app/en,https://news.ycombinator.com/item?id=45028261,0,0
AI replacing programmers,3,hn_43246130,43246130,Ask HN: How much efficiency improvement would you estimate Copilot gives you?,I work at a tech company with about 400 employees.<p>The company rolled out access to GitHub Copilot for everyone about a year ago.<p>After a year they did a survey of employees who used it and asked to estimate what percent efficiency gain they get from using it.<p>What surprised me is the average across responses was around 10% gain in work efficiency.<p>With all the talk of AI replacing programmers I was surprised to see it that low.<p>Does that match your experience?,superconduct123,2,2025-03-03,,https://news.ycombinator.com/item?id=43246130,4,4
AI replacing programmers,4,hn_38840952,38840952,Why replacing programmers with AI won't be so easy,,talboren,3,2024-01-02,https://stackoverflow.blog/2023/12/29/the-hardest-part-of-building-software-is-not-coding-its-requirements/,https://news.ycombinator.com/item?id=38840952,1,1
AI replacing programmers,5,hn_34595503,34595503,Ask HN: GPT Will Replace Programmers,"The two primary challenges preventing GPT from replacing programmers are:<p>1) AI lacks the creativity and critical thinking ability of human programmers.<p>2) The 8,000 token limitation of code-davinci-002.<p>Regarding these points:<p>While top 1% software engineers may handle more complex tasks, many programmers mostly perform repetitive tasks such as finding npm modules, importing them, reading documentation, testing, and debugging. Product vision is typically led by product owners or managers.<p>The token limitation is a significant issue. Storing an entire codebase in a language model is not feasible, as it would exceed the token limit. My team at MarsX has addressed this problem by creating a higher level abstraction programming language, which requires fewer tokens, allowing an entire app to be stored within a context. We plan to release this on GitHub soon.<p>Given these challenges, I believe that many programmers will likely lose their jobs within 1-3 years.<p>Is there anything else I should consider?",alexanderisora,2,2023-01-31,,https://news.ycombinator.com/item?id=34595503,1,1
AI replacing programmers,6,hn_46183845,46183845,My experience learning AI from scratch and why it changed how I see coding,"I Learned AI from scratch - and discovered why current LLM hype misses the point. In this piece I walk through what building an AI memory system taught me about why coding skills remain essential, and what future programmers need instead of “AI replacing coding.<p>I tried to make this article as engaging as possible to share my journey, and I’d really appreciate your feedback: https:&#x2F;&#x2F;dev.to&#x2F;vacarchitector&#x2F;ai-wont-kill-coding-it-will-mint-a-new-generation-of-programmers-h0c",ViktorKuz,1,2025-12-07,,https://news.ycombinator.com/item?id=46183845,0,0
AI replacing programmers,7,hn_40387453,40387453,"First AI came for journalists, then investors then programmers","First AI came for journalists, then investors then programmers<p>If you run an AI business you want to replace expensive humans who are not protected by regulators.<p>Journalists are both expensive and not protected by regulators. So this human was not surprised to have LinkedIn suggest I upgrade to premium so I can have AI rewrite my post. I am retired so not interested, but imagine a big media business making this decision.<p>Investors are better protected by regulators, so grab your popcorn for this one.<p>Many programmers are in denial about AI replacing them. Visions of making a fortune writing AI are part of this denial. First programmers will be commodified by AI, as the few humans still making decisions will not be motivated to learn how to instruct AI.<p>First they came for the socialists, and I did not speak out—
     Because I was not a socialist.
Then they came for the trade unionists, and I did not speak out—
     Because I was not a trade unionist.
Then they came for the Jews, and I did not speak out—
     Because I was not a Jew.
Then they came for me—and there was no one left to speak for me.",bernardlunn,1,2024-05-17,,https://news.ycombinator.com/item?id=40387453,2,2
AI replacing programmers,8,hn_42963279,42963279,AI Replacing CEOs,"CEOs have been talking about how programmers, attorneys, etc. will be replaced by AI. However, the CEO seems like the perfect role to be replaced by AI. Why isn&#x27;t the board nor investors bullish on replacing their CEO? At the very least, a large salary can be cut.",learningstud,5,2025-02-06,,https://news.ycombinator.com/item?id=42963279,11,6
AI replacing programmers,9,hn_43049256,43049256,"Nope, AI cannot replace human programmers yet","Some people are convinced that AI will replace programming expertise
overlooking fundamentals like good coding, proper testing, and robust quality
assurance. Although AI may seem capable of generating code in many scenarios,
it still falls far short of replacing the skilled human expert.<p>It&#x27;s interesting how a manager who isn&#x27;t a professional programmer—with coding
experience limited to some academic work and a few simple &#x27;say hello&#x27;
scripts—can have such strong opinions about AI soon replacing junior
developers. I think that this view reveals the underlying hope to completely
eliminate the need for programmers, testers and in some cases even devops (!)
altogether.<p>Programming isn’t just about writing code—it&#x27;s about designing systems,
planning for future changes, avoiding vendor lock-in, and ensuring everything
works together seamlessly. The art and science of writing testable code that
can be effectively quality assured, is one of the pillars of writting successful
software, yet it often gets overlooked in favor of quickly produced, bug-ridden
code full of niche edge cases from AI-generated solutions.<p>In the end of the day, AI is a tool to assist programmers, not a substitute for
solid coding and testing practices. Using AI to generate testing data, create
small functions with clear definitions and no side effects, and document code
and procedures can be incredibly useful and boost developer productivity.
However, this doesn&#x27;t mean that AI-produced code should automatically be
integrated into a codebase, replacing the programmer&#x27;s skill, experience, and
judgment—a practice that could quickly lead to software nightmares and
disasters.",codingismycraft,2,2025-02-14,,https://news.ycombinator.com/item?id=43049256,0,0
AI replacing programmers,10,hn_43462171,43462171,Ask HN: Do you use AI to generate majority of your production code?,"These days I often see extraordinary claims from reputable industry and other insiders that AI writes most of the code and human programmers are simply supervising it.<p>For example, this morning I was reading [1] and it had the following claim: “ If you really want to grasp how much better A.I. has gotten recently, talk to a programmer. A year or two ago, A.I. coding tools existed, but were aimed more at speeding up human coders than at replacing them. Today, software engineers tell me that A.I. does most of the actual coding for them, and that they increasingly feel that their job is to supervise the A.I. systems.<p>Jared Friedman, a partner at Y Combinator, a start-up accelerator, recently said a quarter of the accelerator’s current batch of start-ups were using A.I. to write nearly all their code.”<p>As a programmer myself, whenever I read this I feel like there’s a giant group chat going on and I’m excluded. I use AI in my work, mostly through Zed assistant, but with the latest available models the output and reasoning is nowhere in quality where I’d let it generate majority of the code and ship it to production.<p>Am I missing something? Do people really generate majority of the code that then successfully operates in production at any significant business scale?<p>[1] - https:&#x2F;&#x2F;archive.ph&#x2F;XykVf",simanyay,4,2025-03-24,,https://news.ycombinator.com/item?id=43462171,8,5
AI replacing programmers,11,hn_16684276,16684276,Show HN: Second – solution to decentralize,"Second&#x27;s goal is to be your fully decentralized, AI twin that runs everywhere (in the cloud, in your browser, on your phone or smart tv), managing all your data, connections, and software. You give it instructions, and it follows them, answering only to you.<p>Decentralization has three major problems:<p>- Identity: how do I know I&#x27;m talking to you? (&quot;Zooko&#x27;s Triangle&quot; = decentralized, secure, human-addressable) What is your reputation for X transaction? Where can I find Y thing that you made?<p>- Language and Storage: What is the format of the data we exchange, where is the data stored, and who has access?<p>- Hosting&#x2F;Install&#x2F;Upgrades: The UX of installing software sucks for programmers, even more so for non-programmers. How does a non-technical user install&#x2F;upgrade without knowing anything technical?<p>Second solves those problems:<p>- Identity: stored on the Stellar blockchain as usernames&#x2F;namespaces.<p>- Language and Storage: everything is a &quot;node&quot; that has a &quot;type&quot; that defines the schema of the data. NodeChains are tied to identities, have permissions, and are easily mirror-able over IPFS.<p>- Hosting&#x2F;Install&#x2F;Upgrades: a Second is a thin shell around a VM that runs nodes (nodes are both data and logic). Upgrading capabilities or UIs is as simple as replacing nodes (based on who you trust).<p>Two videos are on the homepage that give a technical overview (basically same as above, with a few more details), and a walkthrough of the alpha software.<p><a href=""https:&#x2F;&#x2F;www.getasecond.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.getasecond.com</a>",nicholasreed,7,2018-03-27,,https://news.ycombinator.com/item?id=16684276,1,1
AI replacing programmers,12,hn_45945898,45945898,Looking for Help on Diagnostics Modelling,"Hi All,
My Name is Will, I am a final year college student in Milan and the Co-Founder of this project Neutralis. I came across this website super randomly this evening and am fascinated!<p>I will preface by stating that I am not a programmer nor an AI&#x2F;ML engineer, just a an economics student with an amazing team of people around me.<p>This is our first project and for the past year we have meandered through the tests and trial and error required to learn and understand what we need to build but as I’m sure you all know every task is linked to an exponentially increasing number of problems needed to be studied and solved as we trudge towards the market. Since I believe we’re all in the same boat and there are like minded and far more talented people on this page, I wanted to share what were doing and shout into the void to see if we can maybe find some answers to what were looking for!<p>The project is this, an Intelligent fault detection diagnostics system tailored for industrial scale Heat Pump systems. If you have no bloody idea what that is don’t worry! It’s basically the standard boiler’s successor as an electrical thermal supply system which (at least in the EU) will be replacing all pre-existing systems in the coming years due to legislative changes.<p>The ecosystem of our product is a model of some format (question to follow) paired with a sensor suite which will be connected to an “OS” for technicians and maintainers with the goal of optimising their post-installation workflow processes.<p>The software is not obscure, only a little complex w.r.t double format databasing and the presence of multiple user types within an org, but this with time can be organised. The difficulty lies in the model. These systems have datapoints in the 6-7 figures and hundreds of components each requiring enough inference to be able to (with a justifiable accuracy) perform the inference required to pinpoint diagnostics, also including the multitude of ambient&#x2F;external factors affecting physical systems in real time. This complexity has meant that our ML lead who is finishing his PhD is left scratching his head about what the best approach would be.<p>Since we would like to have a modular system to allow for any scale our first thoughts lean towards Reinforcement learning. We have a partnership in industry that is allowing us to secure vast stress test datasets from manufacturers of these systems which display the full range of results produced from these systems, but these are only from the Heat pump alone. Therefore, we are also working on gaining access to as many pilot sites as possible to collect data on entire systems so that we can cover all bases. The issue with this is that the time required to have a model viable for launch we fear would be too long and our runway is short.<p>Option 2 is a digital-twin. If we are able to produce a platform capable enough to align its simulations closely enough to the data collected from the sites, then only a fault library in a relational DB is required to get the desired outcome. However, as specified, to create a modular digital-twin which has internalised all of the external&#x2F;ambient factors into its computing seems almost impossible. We have been simulating on one produced in Sweden, it doesn’t even come close.<p>Finally, we have thought instead to look into finding a highly specialised LLM which we could refine well enough to match our use case, for which our understanding is really primitive as we don’t have an AI specialist but the intuition is, produce a technician who is as experienced as humanly possible and so with just a look at the data is able to give you a step by step solution and fix guide.<p>What do you guys think the best course of action would be?<p>If you&#x27;re interested in discussing further reach out at william.taylor@neutralis.it!",Will_Neutralis,1,2025-11-16,,https://news.ycombinator.com/item?id=45945898,0,0
AI replacing programmers,13,hn_44032267,44032267,Ask HN: Residue Number Systems for GPU computing as indie-researcher. Thoughts?,"I&#x27;ve been thinking about &quot;Are there analogs to parallel computing rooted in number theory? Like a way to emulate a GPU on a regular CPU, but not through hardware. Rather by replacing GPU threads with concepts from prime numbers and finite field theory?&quot; I know this sounds cookiesque.<p>However, I care about this question because, in a world where AI is becoming commonplace, being GPU-poor is somewhat akin to being locked out of the future. There must be some way to perform lots of matmuls (or at least an intelligence-evoking amount of muls) on consumer CPUs. Maybe we just haven&#x27;t invented the right number system. I believe Math is mostly invented, rarely discovered. ie binary 1&#x27;s and 0&#x27;s are surely discovered. However, floating-point, and fixed-point, are human inventions tweaked for specific use cases.<p>In fact, researchers built Residue Number Systems(RNS) in the 1960&#x27;s as an alt to binary Base-2 arithmetic for wildly parallel computing. However, they fell out of favor because finite field theory (the foundational math for RNS) supports addition and multiplication : neither division nor comparisons are supported. Here&#x27;s the thing : matrix multiplications are merely mults and adds. RNS is great for general matmuls but fails at stuff like softmax and backprop.<p>I argue that solving the division, and comparison problem for RNS is the key to solving GPU poverty. RNS&#x27;s foundational research was done in the 1960&#x27;s. What if math invented in the 21st century is needed to solve this?.For context, only after the invention of new mathematics in the 20th century did Wiles prove Fermat&#x27;s Last Theorem.<p>I know &quot;Talk is Cheap&quot; and that I need to &quot;Be the change i want to see in the world&quot;.<p>So here&#x27;s everything I attempted with the RNS problem and how it failed :
*Please be lenient with criticism. I&#x27;m not VC funded so I do this during my nights and weekends after coming home from my day job.<p>1. Finite Field Gemm (Attempting to rewrite backpropagation within a residue number system)<p>It works in principle but in practice, it involves big integer multiplications and additions. So during the backward pass, the deltas are rather large making it impossible to converge towards a local minima.
  Link : https:&#x2F;&#x2F;leetarxiv.substack.com&#x2F;p&#x2F;ffgemm-finite-field-general-matrix<p>2. Mediant 32 (A fractional number system to get rid of explicit division in RNS) -
   We can&#x27;t divide efficiently in an RNS so why not have an explicit integer and denominator? It works extremely well, honestly, I was impressed. The only difficulty is with handling overflow. The fractions tend to become quite large and the absence of division makes simplification difficult.
   Link : https:&#x2F;&#x2F;leetarxiv.substack.com&#x2F;p&#x2F;mediant32-intro
3. Discrete Logarithm Neural Networks (A network architecture built around big integers because my biggest challenge was dealing with big ints) -
   It actually works. I was surprised that it got a 74% accuracy on the Iris dataset. The problem is that training the network involves solving a discrete logarithm problem. So my network weights can only be found by brute force. I don&#x27;t think I&#x27;ll find a way to backpropagate. If I do then I would achieve the impossible : solving modern-day cryptography.
   Link : https:&#x2F;&#x2F;leetarxiv.substack.com&#x2F;p&#x2F;discrete-logarithm-neural-networks<p>Next steps:
I&#x27;m looking at the Factorial Number System. The modulo function is pretty well defined and it supports floating-point and reals so I don&#x27;t have to worry about the RNS division problem. 
I bet I can define an RNS using factorials and this will be easy to work with. I started by going down the Enumerative Combinatorics rabbit hole here
Link : [What Every Programmer Should Know About Enumerative Combinatorics
] (https:&#x2F;&#x2F;leetarxiv.substack.com&#x2F;p&#x2F;counting-integer-compositions?r=2at73k)<p>Let me know what you guys think.",muragekibicho,1,2025-05-19,,https://news.ycombinator.com/item?id=44032267,0,0
AI replacing programmers,14,hn_45941579,45941579,Show HN: SelenAI – Terminal AI pair-programmer with sandboxed Lua tools,"I’ve been building a terminal-first AI pair-programmer that tries to make every tool call transparent and auditable. It’s a Rust app with a Ratatui UI split into three panes (chat, tool activity, input). The agent loop streams LLM output, queues write-capable Lua scripts for manual approval, and records every run as JSONL logs under .selenai&#x2F;logs.<p>Key bits:<p>Single tool, real guardrails – the LLM only gets a sandboxed Lua VM with explicit helpers (rust.read_file, rust.list_dir, rust.http_request, gated rust.write_file, etc.). Writes stay disabled unless you opt in and then approve each script via &#x2F;tool run.<p>Transparent workflow – the chat pane shows the conversation, tool pane shows every invocation + result, and streaming keeps everything responsive. CTRL shortcuts for scrolling, clearing logs, copy mode, etc., so it feels like a normal TUI app.<p>Pluggable LLMs – there’s a stub client for offline hacking and an OpenAI streaming client behind a trait. Adding more providers should just be another module under src&#x2F;llm&#x2F;.<p>Session history – every exit writes a timestamped log directory with full transcript, tool log, and metadata about whether Lua writes were allowed. Makes demoing, debugging, and sharing repros way easier.<p>Lua ergonomics – plain io.* APIs and a tiny require(&quot;rust&quot;) module, so the model can write idiomatic scripts without shelling out. There’s even a &#x2F;lua command if you want to run a snippet manually.<p>Repo (MIT): <a href=""https:&#x2F;&#x2F;github.com&#x2F;Almclean&#x2F;selenai"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;Almclean&#x2F;selenai</a><p>Would love feedback on:<p>Other providers or local models you’d like to see behind the LLM trait.
Additional sandbox helpers that feel safe but unlock useful workflows.
Ideas for replaying those saved sessions (web viewer? CLI diff?).
If you try it, cargo run, type, and you’ll see the ASCII banner + chat panes. Hit me with issues or PRs—there’s a CONTRIBUTING.md in the works and plenty of roadmap items (log viewer, theming, Lua helper packs) if you’re interested.",moridin,4,2025-11-15,https://github.com/Almclean/selenai,https://news.ycombinator.com/item?id=45941579,0,0
